case,event,Resource,completeTime,Variant,Variant index,Rfp_id,Permit travel permit number,Task,OrganizationalEntity,RequestedAmount,Activity,Permit TaskNumber,Permit BudgetNumber,Permit ProjectNumber,Project,Permit OrganizationalEntity,Permit RequestedBudget,Cost Type,Permit id,Permit ActivityNumber,RfpNumber,id,org:role
request for payment 12730,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-09-04 10:47:11.000,Variant 12,12,request for payment 12730,travel permit number 12727,task 12732,organizational unit 65456,426.0230428721388,activity 505,task 427,budget 12728,project 12729,project 503,organizational unit 65457,834.2951256246051,0,travel permit 12726,UNKNOWN,request for payment number 12731,st_step 12747_0,EMPLOYEE
request for payment 12730,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-09-04 10:47:14.000,Variant 12,12,request for payment 12730,travel permit number 12727,task 12732,organizational unit 65456,426.0230428721388,activity 505,task 427,budget 12728,project 12729,project 503,organizational unit 65457,834.2951256246051,0,travel permit 12726,UNKNOWN,request for payment number 12731,st_step 12749_0,ADMINISTRATION
request for payment 12730,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-09-04 11:00:44.000,Variant 12,12,request for payment 12730,travel permit number 12727,task 12732,organizational unit 65456,426.0230428721388,activity 505,task 427,budget 12728,project 12729,project 503,organizational unit 65457,834.2951256246051,0,travel permit 12726,UNKNOWN,request for payment number 12731,st_step 12748_0,BUDGET OWNER
request for payment 12730,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-09-06 09:38:21.000,Variant 12,12,request for payment 12730,travel permit number 12727,task 12732,organizational unit 65456,426.0230428721388,activity 505,task 427,budget 12728,project 12729,project 503,organizational unit 65457,834.2951256246051,0,travel permit 12726,UNKNOWN,request for payment number 12731,st_step 12746_0,SUPERVISOR
request for payment 12730,Request Payment,SYSTEM,2018-09-06 11:10:03.000,Variant 12,12,request for payment 12730,travel permit number 12727,task 12732,organizational unit 65456,426.0230428721388,activity 505,task 427,budget 12728,project 12729,project 503,organizational unit 65457,834.2951256246051,0,travel permit 12726,UNKNOWN,request for payment number 12731,rp_request for payment 12730_15,UNDEFINED
request for payment 12730,Payment Handled,SYSTEM,2018-09-10 17:31:25.000,Variant 12,12,request for payment 12730,travel permit number 12727,task 12732,organizational unit 65456,426.0230428721388,activity 505,task 427,budget 12728,project 12729,project 503,organizational unit 65457,834.2951256246051,0,travel permit 12726,UNKNOWN,request for payment number 12731,rp_request for payment 12730_16,UNDEFINED
request for payment 19316,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-08-13 10:51:39.000,Variant 2,2,request for payment 19316,travel permit number 19311,task 19315,organizational unit 65456,101.9278519115801,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19317,st_step 19325_0,EMPLOYEE
request for payment 19316,Permit APPROVED by ADMINISTRATION,STAFF MEMBER,2018-08-13 10:51:52.000,Variant 2,2,request for payment 19316,travel permit number 19311,task 19315,organizational unit 65456,101.9278519115801,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19317,st_step 19324_0,ADMINISTRATION
request for payment 19316,Permit APPROVED by BUDGET OWNER,STAFF MEMBER,2018-08-14 07:38:44.000,Variant 2,2,request for payment 19316,travel permit number 19311,task 19315,organizational unit 65456,101.9278519115801,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19317,st_step 19326_0,BUDGET OWNER
request for payment 19316,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-08-21 05:15:30.000,Variant 2,2,request for payment 19316,travel permit number 19311,task 19315,organizational unit 65456,101.9278519115801,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19317,st_step 19327_0,SUPERVISOR
request for payment 19316,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-10-12 15:44:54.000,Variant 2,2,request for payment 19316,travel permit number 19311,task 19315,organizational unit 65456,101.9278519115801,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19317,st_step 19335_0,EMPLOYEE
request for payment 19316,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-10-12 15:44:59.000,Variant 2,2,request for payment 19316,travel permit number 19311,task 19315,organizational unit 65456,101.9278519115801,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19317,st_step 19334_0,ADMINISTRATION
request for payment 19316,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-10-15 12:47:32.000,Variant 2,2,request for payment 19316,travel permit number 19311,task 19315,organizational unit 65456,101.9278519115801,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19317,st_step 19332_0,BUDGET OWNER
request for payment 19316,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-10-22 05:15:27.000,Variant 2,2,request for payment 19316,travel permit number 19311,task 19315,organizational unit 65456,101.9278519115801,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19317,st_step 19333_0,SUPERVISOR
request for payment 19316,Request Payment,SYSTEM,2018-10-22 10:10:01.000,Variant 2,2,request for payment 19316,travel permit number 19311,task 19315,organizational unit 65456,101.9278519115801,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19317,rp_request for payment 19316_15,UNDEFINED
request for payment 19316,Payment Handled,SYSTEM,2018-10-25 17:31:43.000,Variant 2,2,request for payment 19316,travel permit number 19311,task 19315,organizational unit 65456,101.9278519115801,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19317,rp_request for payment 19316_16,UNDEFINED
request for payment 19313,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-08-13 10:51:39.000,Variant 2,2,request for payment 19313,travel permit number 19311,task 19315,organizational unit 65456,899.2875035743207,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19314,st_step 19325_0,EMPLOYEE
request for payment 19313,Permit APPROVED by ADMINISTRATION,STAFF MEMBER,2018-08-13 10:51:52.000,Variant 2,2,request for payment 19313,travel permit number 19311,task 19315,organizational unit 65456,899.2875035743207,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19314,st_step 19324_0,ADMINISTRATION
request for payment 19313,Permit APPROVED by BUDGET OWNER,STAFF MEMBER,2018-08-14 07:38:44.000,Variant 2,2,request for payment 19313,travel permit number 19311,task 19315,organizational unit 65456,899.2875035743207,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19314,st_step 19326_0,BUDGET OWNER
request for payment 19313,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-08-21 05:15:30.000,Variant 2,2,request for payment 19313,travel permit number 19311,task 19315,organizational unit 65456,899.2875035743207,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19314,st_step 19327_0,SUPERVISOR
request for payment 19313,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-10-23 06:29:44.000,Variant 2,2,request for payment 19313,travel permit number 19311,task 19315,organizational unit 65456,899.2875035743207,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19314,st_step 19329_0,EMPLOYEE
request for payment 19313,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-10-23 06:29:58.000,Variant 2,2,request for payment 19313,travel permit number 19311,task 19315,organizational unit 65456,899.2875035743207,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19314,st_step 19328_0,ADMINISTRATION
request for payment 19313,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-10-24 10:16:01.000,Variant 2,2,request for payment 19313,travel permit number 19311,task 19315,organizational unit 65456,899.2875035743207,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19314,st_step 19330_0,BUDGET OWNER
request for payment 19313,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-10-31 05:15:37.000,Variant 2,2,request for payment 19313,travel permit number 19311,task 19315,organizational unit 65456,899.2875035743207,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19314,st_step 19331_0,SUPERVISOR
request for payment 19313,Request Payment,SYSTEM,2018-10-31 10:24:01.000,Variant 2,2,request for payment 19313,travel permit number 19311,task 19315,organizational unit 65456,899.2875035743207,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19314,rp_request for payment 19313_15,UNDEFINED
request for payment 19313,Payment Handled,SYSTEM,2018-11-01 17:31:17.000,Variant 2,2,request for payment 19313,travel permit number 19311,task 19315,organizational unit 65456,899.2875035743207,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19314,rp_request for payment 19313_16,UNDEFINED
request for payment 19318,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-08-13 10:51:39.000,Variant 11,11,request for payment 19318,travel permit number 19311,task 19315,organizational unit 65456,281.2692622370185,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19319,st_step 19325_0,EMPLOYEE
request for payment 19318,Permit APPROVED by ADMINISTRATION,STAFF MEMBER,2018-08-13 10:51:52.000,Variant 11,11,request for payment 19318,travel permit number 19311,task 19315,organizational unit 65456,281.2692622370185,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19319,st_step 19324_0,ADMINISTRATION
request for payment 19318,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-08-13 22:19:43.000,Variant 11,11,request for payment 19318,travel permit number 19311,task 19315,organizational unit 65456,281.2692622370185,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19319,st_step 19339_0,EMPLOYEE
request for payment 19318,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-08-13 22:19:58.000,Variant 11,11,request for payment 19318,travel permit number 19311,task 19315,organizational unit 65456,281.2692622370185,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19319,st_step 19337_0,ADMINISTRATION
request for payment 19318,Permit APPROVED by BUDGET OWNER,STAFF MEMBER,2018-08-14 07:38:44.000,Variant 11,11,request for payment 19318,travel permit number 19311,task 19315,organizational unit 65456,281.2692622370185,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19319,st_step 19326_0,BUDGET OWNER
request for payment 19318,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-08-15 09:51:23.000,Variant 11,11,request for payment 19318,travel permit number 19311,task 19315,organizational unit 65456,281.2692622370185,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19319,st_step 19336_0,BUDGET OWNER
request for payment 19318,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-08-21 05:15:30.000,Variant 11,11,request for payment 19318,travel permit number 19311,task 19315,organizational unit 65456,281.2692622370185,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19319,st_step 19327_0,SUPERVISOR
request for payment 19318,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-08-22 05:15:21.000,Variant 11,11,request for payment 19318,travel permit number 19311,task 19315,organizational unit 65456,281.2692622370185,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19319,st_step 19338_0,SUPERVISOR
request for payment 19318,Request Payment,SYSTEM,2018-08-22 09:41:35.000,Variant 11,11,request for payment 19318,travel permit number 19311,task 19315,organizational unit 65456,281.2692622370185,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19319,rp_request for payment 19318_15,UNDEFINED
request for payment 19318,Payment Handled,SYSTEM,2018-08-23 17:31:15.000,Variant 11,11,request for payment 19318,travel permit number 19311,task 19315,organizational unit 65456,281.2692622370185,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19319,rp_request for payment 19318_16,UNDEFINED
request for payment 19320,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-08-13 10:51:39.000,Variant 2,2,request for payment 19320,travel permit number 19311,task 19315,organizational unit 65456,1642.4576643473604,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19321,st_step 19325_0,EMPLOYEE
request for payment 19320,Permit APPROVED by ADMINISTRATION,STAFF MEMBER,2018-08-13 10:51:52.000,Variant 2,2,request for payment 19320,travel permit number 19311,task 19315,organizational unit 65456,1642.4576643473604,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19321,st_step 19324_0,ADMINISTRATION
request for payment 19320,Permit APPROVED by BUDGET OWNER,STAFF MEMBER,2018-08-14 07:38:44.000,Variant 2,2,request for payment 19320,travel permit number 19311,task 19315,organizational unit 65456,1642.4576643473604,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19321,st_step 19326_0,BUDGET OWNER
request for payment 19320,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-08-21 05:15:30.000,Variant 2,2,request for payment 19320,travel permit number 19311,task 19315,organizational unit 65456,1642.4576643473604,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19321,st_step 19327_0,SUPERVISOR
request for payment 19320,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-09-10 14:21:47.000,Variant 2,2,request for payment 19320,travel permit number 19311,task 19315,organizational unit 65456,1642.4576643473604,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19321,st_step 19340_0,EMPLOYEE
request for payment 19320,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-09-10 14:22:42.000,Variant 2,2,request for payment 19320,travel permit number 19311,task 19315,organizational unit 65456,1642.4576643473604,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19321,st_step 19341_0,ADMINISTRATION
request for payment 19320,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-09-11 10:56:57.000,Variant 2,2,request for payment 19320,travel permit number 19311,task 19315,organizational unit 65456,1642.4576643473604,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19321,st_step 19343_0,BUDGET OWNER
request for payment 19320,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-09-18 05:15:13.000,Variant 2,2,request for payment 19320,travel permit number 19311,task 19315,organizational unit 65456,1642.4576643473604,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19321,st_step 19342_0,SUPERVISOR
request for payment 19320,Request Payment,SYSTEM,2018-09-18 09:20:33.000,Variant 2,2,request for payment 19320,travel permit number 19311,task 19315,organizational unit 65456,1642.4576643473604,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19321,rp_request for payment 19320_15,UNDEFINED
request for payment 19320,Payment Handled,SYSTEM,2018-09-20 17:31:17.000,Variant 2,2,request for payment 19320,travel permit number 19311,task 19315,organizational unit 65456,1642.4576643473604,activity 505,task 427,budget 4444,project 19312,project 503,organizational unit 65457,2967.519739197902,0,travel permit 19310,UNKNOWN,request for payment number 19321,rp_request for payment 19320_16,UNDEFINED
request for payment 12774,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-08-13 10:58:47.000,Variant 1,1,request for payment 12774,travel permit number 12773,task 12776,organizational unit 65461,942.9133957974201,activity 505,task 427,budget 456,project 4788,project 503,organizational unit 65456,2152.156110236622,0,travel permit 12772,UNKNOWN,request for payment number 12775,st_step 12780_0,EMPLOYEE
request for payment 12774,Permit APPROVED by ADMINISTRATION,STAFF MEMBER,2018-08-13 10:59:02.000,Variant 1,1,request for payment 12774,travel permit number 12773,task 12776,organizational unit 65461,942.9133957974201,activity 505,task 427,budget 456,project 4788,project 503,organizational unit 65456,2152.156110236622,0,travel permit 12772,UNKNOWN,request for payment number 12775,st_step 12779_0,ADMINISTRATION
request for payment 12774,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-08-14 08:28:17.000,Variant 1,1,request for payment 12774,travel permit number 12773,task 12776,organizational unit 65461,942.9133957974201,activity 505,task 427,budget 456,project 4788,project 503,organizational unit 65456,2152.156110236622,0,travel permit 12772,UNKNOWN,request for payment number 12775,st_step 12781_0,SUPERVISOR
request for payment 12774,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-08-20 11:30:35.000,Variant 1,1,request for payment 12774,travel permit number 12773,task 12776,organizational unit 65461,942.9133957974201,activity 505,task 427,budget 456,project 4788,project 503,organizational unit 65456,2152.156110236622,0,travel permit 12772,UNKNOWN,request for payment number 12775,st_step 12782_0,EMPLOYEE
request for payment 12774,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-08-20 11:32:33.000,Variant 1,1,request for payment 12774,travel permit number 12773,task 12776,organizational unit 65461,942.9133957974201,activity 505,task 427,budget 456,project 4788,project 503,organizational unit 65456,2152.156110236622,0,travel permit 12772,UNKNOWN,request for payment number 12775,st_step 12783_0,ADMINISTRATION
request for payment 12774,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-08-22 14:00:39.000,Variant 1,1,request for payment 12774,travel permit number 12773,task 12776,organizational unit 65461,942.9133957974201,activity 505,task 427,budget 456,project 4788,project 503,organizational unit 65456,2152.156110236622,0,travel permit 12772,UNKNOWN,request for payment number 12775,st_step 12784_0,SUPERVISOR
request for payment 12774,Request Payment,SYSTEM,2018-08-28 13:39:06.000,Variant 1,1,request for payment 12774,travel permit number 12773,task 12776,organizational unit 65461,942.9133957974201,activity 505,task 427,budget 456,project 4788,project 503,organizational unit 65456,2152.156110236622,0,travel permit 12772,UNKNOWN,request for payment number 12775,rp_request for payment 12774_15,UNDEFINED
request for payment 12774,Payment Handled,SYSTEM,2018-08-30 17:31:14.000,Variant 1,1,request for payment 12774,travel permit number 12773,task 12776,organizational unit 65461,942.9133957974201,activity 505,task 427,budget 456,project 4788,project 503,organizational unit 65456,2152.156110236622,0,travel permit 12772,UNKNOWN,request for payment number 12775,rp_request for payment 12774_16,UNDEFINED
request for payment 20835,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-08-13 13:29:55.000,Variant 1,1,request for payment 20835,travel permit number 20834,UNKNOWN,organizational unit 65469,1991.996225762342,UNKNOWN,UNKNOWN,budget 1021,UNKNOWN,project 503,organizational unit 65454,2369.0615138269445,0,travel permit 20833,UNKNOWN,request for payment number 20836,st_step 20840_0,EMPLOYEE
request for payment 20835,Permit APPROVED by ADMINISTRATION,STAFF MEMBER,2018-08-13 13:32:53.000,Variant 1,1,request for payment 20835,travel permit number 20834,UNKNOWN,organizational unit 65469,1991.996225762342,UNKNOWN,UNKNOWN,budget 1021,UNKNOWN,project 503,organizational unit 65454,2369.0615138269445,0,travel permit 20833,UNKNOWN,request for payment number 20836,st_step 20839_0,ADMINISTRATION
request for payment 20835,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-08-14 08:04:23.000,Variant 1,1,request for payment 20835,travel permit number 20834,UNKNOWN,organizational unit 65469,1991.996225762342,UNKNOWN,UNKNOWN,budget 1021,UNKNOWN,project 503,organizational unit 65454,2369.0615138269445,0,travel permit 20833,UNKNOWN,request for payment number 20836,st_step 20841_0,SUPERVISOR
request for payment 20835,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-10-10 02:31:14.000,Variant 1,1,request for payment 20835,travel permit number 20834,UNKNOWN,organizational unit 65469,1991.996225762342,UNKNOWN,UNKNOWN,budget 1021,UNKNOWN,project 503,organizational unit 65454,2369.0615138269445,0,travel permit 20833,UNKNOWN,request for payment number 20836,st_step 20842_0,EMPLOYEE
request for payment 20835,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-10-23 12:35:09.000,Variant 1,1,request for payment 20835,travel permit number 20834,UNKNOWN,organizational unit 65469,1991.996225762342,UNKNOWN,UNKNOWN,budget 1021,UNKNOWN,project 503,organizational unit 65454,2369.0615138269445,0,travel permit 20833,UNKNOWN,request for payment number 20836,st_step 20844_0,ADMINISTRATION
request for payment 20835,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-10-24 08:55:22.000,Variant 1,1,request for payment 20835,travel permit number 20834,UNKNOWN,organizational unit 65469,1991.996225762342,UNKNOWN,UNKNOWN,budget 1021,UNKNOWN,project 503,organizational unit 65454,2369.0615138269445,0,travel permit 20833,UNKNOWN,request for payment number 20836,st_step 20843_0,SUPERVISOR
request for payment 20835,Request Payment,SYSTEM,2018-10-30 09:30:01.000,Variant 1,1,request for payment 20835,travel permit number 20834,UNKNOWN,organizational unit 65469,1991.996225762342,UNKNOWN,UNKNOWN,budget 1021,UNKNOWN,project 503,organizational unit 65454,2369.0615138269445,0,travel permit 20833,UNKNOWN,request for payment number 20836,rp_request for payment 20835_15,UNDEFINED
request for payment 20835,Payment Handled,SYSTEM,2018-11-01 17:31:17.000,Variant 1,1,request for payment 20835,travel permit number 20834,UNKNOWN,organizational unit 65469,1991.996225762342,UNKNOWN,UNKNOWN,budget 1021,UNKNOWN,project 503,organizational unit 65454,2369.0615138269445,0,travel permit 20833,UNKNOWN,request for payment number 20836,rp_request for payment 20835_16,UNDEFINED
request for payment 60928,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-08-13 14:45:53.000,Variant 9,9,request for payment 60928,travel permit number 60927,UNKNOWN,organizational unit 65458,1281.9795506115775,UNKNOWN,UNKNOWN,budget 922,UNKNOWN,project 503,organizational unit 65458,1550.781714449489,0,travel permit 60926,UNKNOWN,request for payment number 60929,st_step 60932_0,EMPLOYEE
request for payment 60928,Permit APPROVED by ADMINISTRATION,STAFF MEMBER,2018-08-13 14:45:56.000,Variant 9,9,request for payment 60928,travel permit number 60927,UNKNOWN,organizational unit 65458,1281.9795506115775,UNKNOWN,UNKNOWN,budget 922,UNKNOWN,project 503,organizational unit 65458,1550.781714449489,0,travel permit 60926,UNKNOWN,request for payment number 60929,st_step 60933_0,ADMINISTRATION
request for payment 60928,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-08-14 08:02:32.000,Variant 9,9,request for payment 60928,travel permit number 60927,UNKNOWN,organizational unit 65458,1281.9795506115775,UNKNOWN,UNKNOWN,budget 922,UNKNOWN,project 503,organizational unit 65458,1550.781714449489,0,travel permit 60926,UNKNOWN,request for payment number 60929,st_step 60934_0,SUPERVISOR
request for payment 60928,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-08-19 00:15:07.000,Variant 9,9,request for payment 60928,travel permit number 60927,UNKNOWN,organizational unit 65458,1281.9795506115775,UNKNOWN,UNKNOWN,budget 922,UNKNOWN,project 503,organizational unit 65458,1550.781714449489,0,travel permit 60926,UNKNOWN,request for payment number 60929,st_step 60939_0,EMPLOYEE
request for payment 60928,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018-08-19 00:15:11.000,Variant 9,9,request for payment 60928,travel permit number 60927,UNKNOWN,organizational unit 65458,1281.9795506115775,UNKNOWN,UNKNOWN,budget 922,UNKNOWN,project 503,organizational unit 65458,1550.781714449489,0,travel permit 60926,UNKNOWN,request for payment number 60929,st_step 60940_0,ADMINISTRATION
request for payment 60928,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018-08-21 14:35:41.000,Variant 9,9,request for payment 60928,travel permit number 60927,UNKNOWN,organizational unit 65458,1281.9795506115775,UNKNOWN,UNKNOWN,budget 922,UNKNOWN,project 503,organizational unit 65458,1550.781714449489,0,travel permit 60926,UNKNOWN,request for payment number 60929,st_step 60938_0,EMPLOYEE
request for payment 60928,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-08-27 16:39:59.000,Variant 9,9,request for payment 60928,travel permit number 60927,UNKNOWN,organizational unit 65458,1281.9795506115775,UNKNOWN,UNKNOWN,budget 922,UNKNOWN,project 503,organizational unit 65458,1550.781714449489,0,travel permit 60926,UNKNOWN,request for payment number 60929,st_step 60936_0,EMPLOYEE
request for payment 60928,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-08-27 16:50:36.000,Variant 9,9,request for payment 60928,travel permit number 60927,UNKNOWN,organizational unit 65458,1281.9795506115775,UNKNOWN,UNKNOWN,budget 922,UNKNOWN,project 503,organizational unit 65458,1550.781714449489,0,travel permit 60926,UNKNOWN,request for payment number 60929,st_step 60937_0,ADMINISTRATION
request for payment 60928,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-08-28 10:40:52.000,Variant 9,9,request for payment 60928,travel permit number 60927,UNKNOWN,organizational unit 65458,1281.9795506115775,UNKNOWN,UNKNOWN,budget 922,UNKNOWN,project 503,organizational unit 65458,1550.781714449489,0,travel permit 60926,UNKNOWN,request for payment number 60929,st_step 60935_0,SUPERVISOR
request for payment 60928,Request Payment,SYSTEM,2018-08-30 11:08:13.000,Variant 9,9,request for payment 60928,travel permit number 60927,UNKNOWN,organizational unit 65458,1281.9795506115775,UNKNOWN,UNKNOWN,budget 922,UNKNOWN,project 503,organizational unit 65458,1550.781714449489,0,travel permit 60926,UNKNOWN,request for payment number 60929,rp_request for payment 60928_15,UNDEFINED
request for payment 60928,Payment Handled,SYSTEM,2018-09-03 17:31:14.000,Variant 9,9,request for payment 60928,travel permit number 60927,UNKNOWN,organizational unit 65458,1281.9795506115775,UNKNOWN,UNKNOWN,budget 922,UNKNOWN,project 503,organizational unit 65458,1550.781714449489,0,travel permit 60926,UNKNOWN,request for payment number 60929,rp_request for payment 60928_16,UNDEFINED
